"","lon","lat"
"263",-95.712891,37.09024
"265",-93.2650108,44.977753
"266",-111.0937311,34.0489281
"268",-95.712891,37.09024
"269",-95.712891,37.09024
"270",-93.2650108,44.977753
"272",-92.4801989,44.0121221
"274",-88.7878678,43.7844397
"278",-111.880771,40.8893895
"280",-92.3340724,38.9517053
"281",-97.4780954,35.6528323
"282",-91.8318334,37.9642529
"284",-95.712891,37.09024
"285",-86.1349019,40.2671941
"287",-95.712891,37.09024
"288",-95.712891,37.09024
"290",-81.8584164,27.2158826
"292",-91.7857092,43.3033056
"293",-105.0499817,40.0502623
"294",-92.586828,34.5645371
"295",-95.9979883,41.2523634
"297",-104.990251,39.7392358
"299",-91.2395807,43.8013556
"300",-106.6055534,35.0853336
"305",-95.712891,37.09024
"306",-93.2009998,44.9374831
"308",-95.9979883,41.2523634
"309",-95.9979883,41.2523634
"310",-95.9979883,41.2523634
"311",-95.712891,37.09024
"312",-95.9979883,41.2523634
"314",-105.2659417,40.007581
"315",-95.712891,37.09024
"316",-93.2650108,44.977753
"317",-5.6730648,54.6541971
"318",-104.990251,39.7392358
"319",-96.7298519,32.9483335
"320",-81.3792365,28.5383355
"321",-93.711332,41.5772115
"322",-111.651302,35.1982836
"326",36.8219462,-1.2920659
"327",-102.4107493,34.2331373
"328",-95.6890185,39.0558235
"329",-104.990251,39.7392358
"332",-82.4571776,27.950575
"333",-86.1349019,40.2671941
"335",45.079162,23.885942
"337",-82.0105148,33.4734978
"339",-95.712891,37.09024
"341",-90.2290098,39.733936
"345",-95.6890185,39.0558235
"346",-96.4003069,42.4999942
"347",-73.6656834,41.0017643
"348",-95.712891,37.09024
"349",-86.1349019,40.2671941
"350",-95.712891,37.09024
"351",36.8138399,-1.2726737
"352",-95.712891,37.09024
"353",-95.712891,37.09024
"354",-95.712891,37.09024
"355",-95.712891,37.09024
"356",-71.4508394,41.6443772
"357",-86.1274888,40.0428151
"358",-93.1337856,35.2784173
"359",-80.159705,33.011674
"360",-97.330053,37.6871761
"361",-104.990251,39.7392358
"362",-95.712891,37.09024
"363",-79.0192997,35.7595731
"364",-105.7820674,39.5500507
"365",-98.4842465,39.011902
"368",-90.0489801,35.1495343
"369",-86.1349019,40.2671941
"370",-95.712891,37.09024
"374",-95.712891,37.09024
"375",-81.3792365,28.5383355
"377",-95.712891,37.09024
"379",-117.1610838,32.715738
"383",-87.6297982,41.8781136
"385",106.8650395,-6.17511
"386",-93.2922989,37.2089572
"391",-95.712891,37.09024
"392",-86.791873,33.466437
"393",-97.5164276,35.4675602
"394",-95.8608333,41.2619444
"396",34.7381662,-0.5078963
"397",-93.2650108,44.977753
"399",-66.4619164,46.5653163
"400",-119.4179324,36.778261
"401",-91.6656232,41.9778795
"402",-95.712891,37.09024
"403",-102.4107493,34.2331373
"404",121.774017,12.879721
"405",-86.5804473,35.5174913
"406",-95.9808179,36.7473114
"407",-90.1994042,38.6270025
"408",-93.6344466,44.9073415
"410",-95.712891,37.09024
"411",-81.5157535,27.6648274
"412",38.1899782,24.0231757
"413",-104.7091322,40.4233142
"414",-94.5785667,39.0997265
"416",-117.7286809,33.5805638
"417",-117.9389964,33.8080266
"419",-93.2650108,44.977753
"421",-95.712891,37.09024
"422",-92.5422159,45.1687912
"424",-95.712891,37.09024
"425",-116.419389,34.9592083
"426",-105.1019275,40.1672068
"427",35.9283716,31.9453666
"428",-1.1397592,52.6368778
"430",-95.712891,37.09024
"431",-91.8318334,37.9642529
"432",-105.0897058,39.9935959
"433",-104.9877597,39.6477653
"437",-73.96785,40.757627
"438",-104.9371993,40.0991506
"439",-95.712891,37.09024
"440",-84.3879824,33.7489954
"442",-95.712891,37.09024
"443",-74.0059728,40.7127753
"444",-93.2650108,44.977753
"446",-73.9441579,40.6781784
"448",-122.4464383,37.7639139
"451",-98.4933873,33.9137085
"452",-95.712891,37.09024
"453",-95.712891,37.09024
"454",-95.712891,37.09024
"455",-94.5785667,39.0997265
"456",106.8105998,-6.2614927
"459",-95.712891,37.09024
"461",-79.9958864,40.4406248
"462",45.0430369,41.5225612
"463",113.9060624,-6.9253999
"464",-123.1207375,49.2827291
"466",-95.712891,37.09024
"467",-123.1207375,49.2827291
"468",-95.712891,37.09024
"469",-93.0899578,44.9537029
"470",-104.990251,39.7392358
"471",-78.216667,-7.85
"472",-95.712891,37.09024
"473",-102.4107493,34.2331373
"476",-108.5506486,39.0638705
"478",36.8219462,-1.2920659
"479",-95.712891,37.09024
"480",-111.0937311,34.0489281
"481",-96.7983877,44.3113573
"482",-1.1581086,52.9547832
"485",77.2090212,28.6139391
"486",-82.05077,29.063309
"487",-90.2290098,39.733936
"488",-95.712891,37.09024
"489",29.154857,-19.015438
"491",-111.8389726,40.5649781
"492",-81.2452768,42.9849233
"494",-96.6786131,34.2362054
"497",-82.395139,31.193111
"498",38.192966,24.0039395
"499",-102.4107493,34.2331373
"500",28.3228165,-15.3875259
"501",-88.7878678,43.7844397
"502",-4.1426565,50.3754565
"503",-122.2928974,47.1853785
"504",37.906193,-0.023559
"505",-95.712891,37.09024
"506",34.888822,-6.369028
"507",-72.6239953,41.7203492
"508",-99.9018131,31.9685988
"509",-93.2650108,44.977753
"510",-90.3573389,38.5925524
"511",100.5017651,13.7563309
"512",-104.990251,39.7392358
"513",-95.712891,37.09024
"514",-95.712891,37.09024
"516",-88.7878678,43.7844397
"517",-95.3698028,29.7604267
"520",-118.451357,34.1489719
"521",-95.712891,37.09024
"524",-95.712891,37.09024
"525",-86.3977735,39.8433769
"526",-73.9441579,40.6781784
"527",-77.0204609,38.9771126
"528",-90.1994042,38.6270025
"529",-95.712891,37.09024
"530",-75.7496572,39.6837226
"531",-102.4107493,34.2331373
"532",-78.6568942,37.4315734
"535",-95.712891,37.09024
"536",-114.9817213,36.0395247
"538",-117.6483876,34.09751
"539",-95.712891,37.09024
"540",-106.4850217,31.7618778
"541",-96.6851982,40.8257625
"542",-97.5164276,35.4675602
"544",-95.2352501,38.9716689
"546",37.906193,-0.023559
"547",-91.9623327,30.9842977
"548",-111.8910474,40.7607793
"549",-74.4056612,40.0583238
"552",-86.158068,39.768403
"553",-102.4107493,34.2331373
"554",-91.9623327,30.9842977
"558",-91.8318334,37.9642529
"559",-106.6055534,35.0853336
"561",-86.5804473,35.5174913
"562",-91.8318334,37.9642529
"564",77.2090212,28.6139391
"565",-111.8910474,40.7607793
"566",-111.8879909,40.6668916
"567",36.8219462,-1.2920659
"568",-95.712891,37.09024
"569",-122.379066,47.809615
"570",-0.1277583,51.5073509
"571",-112.4455344,42.8713032
"573",-97.5164276,35.4675602
"574",-96.195132,41.3148116
"575",-90.1994042,38.6270025
"577",-95.712891,37.09024
"578",31.03351,-17.8251657
"580",-96.5783387,19.2601605
"582",-111.6585337,40.2338438
"583",113.921327,-0.789275
"584",-91.9623327,30.9842977
"588",-95.712891,37.09024
"590",-110.926479,32.2217429
"591",-0.1923088,51.4925144
"592",-0.1923088,51.4925144
"593",-90.1994042,38.6270025
"594",-95.712891,37.09024
"595",-91.8318334,37.9642529
"597",-95.712891,37.09024
"599",72.7097161,31.1704063
"600",-81.5157535,27.6648274
"606",-95.712891,37.09024
"607",-86.5804473,35.5174913
"611",-91.8318334,35.20105
"615",-95.712891,37.09024
"616",-0.1932794,51.5010095
"617",21.6481861,-21.6960991
"623",-95.712891,37.09024
"624",-95.712891,37.09024
"626",-95.712891,37.09024
"628",-149.0729714,62.4113634
"629",-95.712891,37.09024
"633",-71.0588801,42.3600825
"636",-73.567256,45.5016889
"637",-81.8811571,36.1843249
"638",-86.5804473,35.5174913
"639",-90.1994042,38.6270025
"640",125.727539,-8.874217
"641",-75.5742467,40.6519679
"642",-101.8312969,35.2219971
"644",-61.222503,10.691803
"645",-80.6721749,28.1179545
"646",-95.712891,37.09024
"647",-74.0059728,40.7127753
"650",-91.8318334,35.20105
"652",-94.2732642,36.481464
"653",-87.657584,44.0886059
"655",-91.8318334,37.9642529
"659",-90.1994042,38.6270025
"661",-77.0469904,38.9113213
"662",-78.8866943,33.6890603
"664",-95.712891,37.09024
"665",-111.8389726,40.5649781
"667",178.065032,-17.713371
"668",34.888822,-6.369028
"670",-95.712891,37.09024
"674",-95.712891,37.09024
"676",-95.971261,36.153315
"679",-86.5804473,35.5174913
"680",-95.712891,37.09024
"681",79.2086621,11.9687124
"682",39.2083284,-6.792354
"683",39.1086352,21.5941671
"685",-85.6680863,42.9633599
"687",77.2090212,28.6139391
"688",17.228331,26.3351
"689",-1.9108802,52.4857957
"690",-95.712891,37.09024
"691",-95.712891,37.09024
"692",-93.5101903,36.7300615
"693",-111.0937311,34.0489281
"694",-95.712891,37.09024
"695",-96.4003069,42.4999942
"697",-95.712891,37.09024
"698",-86.5804473,35.5174913
"699",31.03351,-17.8251657
"700",-118.2436849,34.0522342
"701",113.921327,-0.789275
"702",-104.990251,39.7392358
"703",151.2092955,-33.8688197
"704",-95.712891,37.09024
"705",12.354722,7.369722
"706",114.5548495,0.9618834
"707",-1.5623885,53.1046782
"708",-95.712891,37.09024
"709",-90.1994042,38.6270025
"711",-72.5778415,44.5588028
"712",-122.2913078,37.8271784
"713",-95.712891,37.09024
"714",-119.4179324,36.778261
"716",-95.712891,37.09024
"718",-90.6298922,38.7874699
"719",-95.712891,37.09024
"722",-95.712891,37.09024
"725",28.3228165,-15.3875259
"727",-95.712891,37.09024
"728",-74.0059728,40.7127753
"730",-84.2700179,37.8393332
"731",3.3792057,6.5243793
"736",-95.712891,37.09024
"738",-88.7878678,43.7844397
"739",-97.330053,37.6871761
"740",37.4254444,-3.527647
"741",-95.712891,37.09024
"742",142.7027956,-20.9175738
"743",36.8219462,-1.2920659
"744",-95.712891,37.09024
"745",-95.712891,37.09024
"746",-79.9223592,-2.1709979
"747",-95.712891,37.09024
"749",-95.712891,37.09024
"751",-104.990251,39.7392358
"753",-95.712891,37.09024
"754",-95.712891,37.09024
"755",-95.712891,37.09024
"756",-95.712891,37.09024
"757",-95.712891,37.09024
"758",-95.712891,37.09024
"759",-95.712891,37.09024
"760",37.906193,-0.023559
"761",-95.712891,37.09024
"762",-95.712891,37.09024
"763",-95.712891,37.09024
"764",-95.712891,37.09024
"765",-95.712891,37.09024
"766",-95.712891,37.09024
"767",-95.712891,37.09024
"768",-95.712891,37.09024
"770",-95.712891,37.09024
"771",-95.712891,37.09024
"772",-95.712891,37.09024
"773",-95.712891,37.09024
"774",-95.712891,37.09024
"775",-86.5804473,35.5174913
"776",34.888822,-6.369028
"779",-117.1610838,32.715738
"780",-76.4549457,41.003698
"781",106.7588494,-6.1683295
"782",-97.2689212,35.4975625
"783",-96.6851982,40.8257625
"786",-95.712891,37.09024
"789",27.849332,-13.133897
"791",28.3228165,-15.3875259
"792",-72.458869,41.2815316
"793",-1.5490774,53.8007554
"796",-74.008801,40.7060006
"797",-90.1994042,38.6270025
"798",-95.712891,37.09024
"800",-118.2436849,34.0522342
"801",-119.4179324,36.778261
"804",-92.2895948,34.7464809
"805",-96.6786131,34.2362054
"808",78.486671,17.385044
"811",-95.712891,37.09024
"812",-95.712891,37.09024
"813",-95.712891,37.09024
"814",-95.712891,37.09024
"815",-93.0899578,44.9537029
"816",-95.712891,37.09024
"817",-119.4179324,36.778261
"818",37.906193,-0.023559
"819",-96.6851982,40.8257625
"820",-105.2705456,40.0149856
"823",-94.132597,36.183599
"825",-87.9334118,42.5530753
"827",-94.4630035,37.1464475
"829",9.5319859,46.8507835
"830",-121.4943996,38.5815719
"832",-99.3444883,38.8714459
"833",-106.7636538,32.3199396
"834",-104.8213634,38.8338816
"836",-90.0489801,35.1495343
"838",-122.9006951,47.0378741
"839",-94.3821724,38.9108408
"840",-102.4107493,34.2331373
"841",-111.8910474,40.7607793
"842",-95.712891,37.09024
"845",-121.4943996,38.5815719
"846",-95.712891,37.09024
"848",-95.712891,37.09024
"851",-95.712891,37.09024
"852",-110.2772856,31.5455001
"853",-95.712891,37.09024
"856",-104.9719243,39.8680412
"857",-90.1994042,38.6270025
"859",-92.2895948,34.7464809
"861",36.8219462,-1.2920659
"862",-95.712891,37.09024
"863",-95.712891,37.09024
"864",-123.2077831,39.1501709
"865",-91.8318334,37.9642529
"866",-116.419389,38.8026097
"867",-86.5804473,35.5174913
"868",-95.712891,37.09024
"869",-95.712891,37.09024
"870",-95.3698028,29.7604267
"871",-93.6091064,41.6005448
"872",-95.712891,37.09024
"873",-82.1590521,37.2291595
"874",-94.180988,36.139763
"875",-94.1718542,36.082156
"876",-73.087749,41.6032207
"877",-98.4842465,39.011902
"878",-97.4780954,35.6528323
"880",142.7027956,-20.9175738
"881",-95.712891,37.09024
"882",-91.8318334,37.9642529
"884",-97.330053,37.6871761
"885",-97.330053,37.6871761
"886",-95.712891,37.09024
"887",-105.0866504,39.9205411
"888",-93.6587958,41.5341333
"889",-81.7328567,28.0222435
"890",-95.712891,37.09024
"891",77.0544692,28.451752
"892",-95.712891,37.09024
"894",-95.712891,37.09024
"896",-95.712891,37.09024
"897",-82.1590521,37.2291595
"899",-95.712891,37.09024
"900",-95.712891,37.09024
"901",-95.6890185,39.0558235
"903",-105.2705456,40.0149856
"904",-92.3340724,38.9517053
"905",-95.712891,37.09024
"906",-95.712891,37.09024
"907",-95.712891,37.09024
"908",-99.9018131,41.4925374
"909",-119.4179324,36.778261
"910",-83.1330992,42.6645998
"911",-93.77236,41.6060873
"913",-86.1349019,40.2671941
"914",-71.0588801,42.3600825
"915",-104.990251,39.7392358
"918",-97.5164276,35.4675602
"919",-95.712891,37.09024
"920",-93.6091064,41.6005448
"922",-91.9623327,30.9842977
"925",-111.0937311,34.0489281
"926",-102.4107493,34.2331373
"928",-92.5249756,41.58551
"930",-101.9188024,34.9803342
"931",-88.7878678,43.7844397
"932",-42.8037597,-5.0920108
"933",-97.2258483,33.0040126
"934",-97.5497698,35.5786128
"936",-94.1185366,36.3320196
"937",-95.712891,37.09024
"938",-90.0489801,35.1495343
"939",-95.712891,37.09024
"940",-93.6018389,44.7893446
"941",-111.0937311,34.0489281
"942",-116.5765035,53.9332706
"943",-94.513281,37.0842271
"944",-91.6656232,41.9778795
"945",-90.1994042,38.6270025
"946",-74.1502007,40.5795317
"947",-95.712891,37.09024
"948",-95.7697131,34.9334298
"949",-119.4179324,36.778261
"952",-86.5804473,35.5174913
"954",36.8219462,-1.2920659
"956",-98.4422802,35.1592256
"957",-78.6568942,37.4315734
"960",-71.3824374,42.4072107
"963",-81.5157535,27.6648274
"965",-102.8702006,42.0930235
"966",-95.712891,37.09024
"967",-94.969956,35.91537
"969",-92.2895948,34.7464809
"970",-91.8318334,37.9642529
"971",-95.712891,37.09024
"972",-95.712891,37.09024
"975",-104.990251,39.7392358
"976",-95.712891,37.09024
"977",-93.6091064,41.6005448
"978",-88.7878678,43.7844397
"979",-80.1917902,25.7616798
"980",-95.712891,37.09024
"981",-94.5785667,39.0997265
"982",-95.712891,37.09024
"983",-94.8191285,38.8813958
"984",-95.712891,37.09024
"985",-104.8213634,38.8338816
"987",-80.778569,35.3212339
"988",-41.7007272,-12.579738
"990",-117.9197714,33.6736595
"991",-92.2895948,34.7464809
"995",-95.712891,37.09024
"997",-90.0489801,35.1495343
"998",-105.7820674,39.5500507
"999",-58.93018,4.860416
"1000",-95.712891,37.09024
"1003",-82.907123,40.4172871
"1004",-105.5911007,41.3113669
"1006",-92.2895948,34.7464809
"1007",-93.6091064,41.6005448
"1010",-102.9999069,42.8294187
"1012",-95.712891,37.09024
"1013",-98.4842465,39.011902
"1014",-85.6023643,44.3148443
"1015",-95.712891,37.09024
"1017",-95.992775,36.1539816
"1018",-91.8318334,37.9642529
"1019",153.0251235,-27.4697707
"1021",-95.6202476,34.231212
"1022",-102.4107493,34.2331373
"1024",-95.712891,37.09024
"1025",-89.3735185,45.9250687
"1026",-92.4083022,41.0160293
"1027",-75.143549,39.951726
"1028",-106.6055534,35.0853336
"1029",-95.712891,37.09024
"1030",-95.712891,37.09024
"1031",-95.712891,37.09024
"1033",-94.7151865,39.0228485
"1034",-95.712891,37.09024
"1037",-95.712891,37.09024
"1041",-86.5804473,35.5174913
"1042",-93.6091064,41.6005448
"1044",-80.4549026,38.5976262
"1045",-121.4137182,38.4259097
"1046",-95.2352501,38.9716689
"1047",-95.712891,37.09024
"1048",-119.4179324,36.778261
"1049",-95.712891,37.09024
"1050",-120.7401385,47.7510741
"1051",-95.712891,37.09024
"1053",-94.846681,39.7674578
"1054",-93.2650108,44.977753
"1055",-111.7585414,40.4141174
"1056",-95.712891,37.09024
"1057",-95.712891,37.09024
"1058",-95.712891,37.09024
"1061",-106.6055534,35.0853336
"1062",-119.4179324,36.778261
"1063",-111.0937311,34.0489281
"1066",-95.712891,37.09024
"1067",-95.712891,37.09024
"1068",-95.712891,37.09024
"1070",-91.8318334,37.9642529
"1073",10.5753448,53.0064313
"1075",-95.712891,37.09024
"1079",119.4327314,-5.1476651
"1080",-95.712891,37.09024
"1081",-111.8910474,40.7607793
"1084",-95.712891,37.09024
"1085",-95.712891,37.09024
"1086",-114.7420408,44.0682019
"1087",-116.419389,38.8026097
"1088",-95.712891,37.09024
"1089",-92.4453161,42.5348993
"1090",117.1436154,-0.4948232
"1092",-97.5164276,35.4675602
"1093",-93.711332,41.5772115
"1094",-106.6989375,44.3483072
"1096",-95.712891,37.09024
"1097",-91.8318334,37.9642529
"1098",-111.0937311,34.0489281
"1102",-91.5548998,41.6626963
"1103",-96.7969879,32.7766642
"1104",113.921327,-0.789275
"1106",-93.6091064,41.6005448
"1107",-93.2922989,37.2089572
"1108",-95.712891,37.09024
"1110",-105.0866504,39.9205411
"1111",-91.9623327,30.9842977
"1112",-95.712891,37.09024
"1113",-96.5716694,39.1836082
"1114",-61.3268535,-4.4420385
"1115",-90.0715323,29.9510658
"1116",-104.990251,39.7392358
"1117",-104.0072348,19.1222634
"1118",-106.6055534,35.0853336
"1119",-95.712891,37.09024
"1123",-94.4635638,39.0086171
"1125",-84.3945432,33.639568
"1126",-91.8318334,35.20105
"1127",-95.712891,37.09024
"1129",-88.7878678,43.7844397
"1131",-105.2705456,40.0149856
"1135",-98.4422802,35.1592256
"1136",-95.712891,37.09024
"1137",-99.9018131,31.9685988
"1139",-74.0059728,40.7127753
"1140",-99.9018131,43.9695148
"1141",-95.712891,37.09024
"1143",-88.7878678,43.7844397
"1145",113.921327,-0.789275
"1146",-91.8318334,37.9642529
"1148",-97.5164276,35.4675602
"1151",-97.4394777,35.2225668
"1152",-97.5164276,35.4675602
"1153",-51.92528,-14.235004
"1157",-78.458708,38.253749
"1158",-104.8202462,41.1399814
"1159",-80.4549026,38.5976262
"1161",-1.5623885,53.1046782
"1162",-95.712891,37.09024
"1163",-86.5804473,35.5174913
"1164",-95.712891,37.09024
"1165",-95.712891,37.09024
"1166",-95.712891,37.09024
"1167",30.6760679,-17.1487685
"1169",-95.8608333,41.2619444
"1170",-149.4936733,64.2008413
"1171",-95.712891,37.09024
"1172",-88.7878678,43.7844397
"1173",-89.4012302,43.0730517
"1174",-80.586836,28.161908
"1175",-95.9979883,41.2523634
"1176",-94.5785667,39.0997265
"1177",-95.712891,37.09024
"1179",-96.7969879,32.7766642
"1180",-102.4107493,34.2331373
"1181",-94.6169012,38.966673
"1182",-95.712891,37.09024
"1184",-95.712891,37.09024
"1186",-95.712891,37.09024
"1188",-111.8879909,40.6668916
"1189",-80.3035602,25.9860762
"1193",-95.712891,37.09024
"1194",-95.3698028,29.7604267
"1195",-122.2913078,37.8271784
"1196",-95.712891,37.09024
"1197",-95.712891,37.09024
"1200",-51.92528,-14.235004
"1201",-97.4286988,37.6508529
"1202",-90.2338232,38.6354598
"1203",9.2785583,40.8268383
"1205",-111.9738304,41.223
"1206",-93.2650108,44.977753
"1207",-95.712891,37.09024
"1208",-95.712891,37.09024
"1209",-96.13446,41.0819432
"1211",-71.0588801,42.3600825
"1212",-104.8213634,38.8338816
"1213",-95.712891,37.09024
"1214",-95.712891,37.09024
"1215",-119.4179324,36.778261
"1216",-95.712891,37.09024
"1217",-121.4252227,37.7396513
"1218",-95.712891,37.09024
"1219",-72.6874023,44.4654332
"1220",-99.0816784,40.6993303
"1221",-95.5221875,34.20038
"1223",-95.712891,37.09024
"1224",106.8650395,-6.17511
"1225",-95.8608333,41.2619444
"1226",-102.4107493,34.2331373
"1227",-95.712891,37.09024
"1228",-71.0588801,42.3600825
"1229",-71.3824374,42.4072107
"1230",-116.419389,34.9592083
"1231",-104.990251,39.7392358
"1232",-111.0937311,34.0489281
"1233",-91.2637695,41.5700231
"1234",-96.4003069,42.4999942
"1236",-92.1735164,38.5767017
"1237",-93.2982799,44.840798
"1238",-91.8318334,37.9642529
"1239",-105.7820674,39.5500507
"1240",-105.5005483,40.1512114
"1241",-95.3698028,29.7604267
"1242",-97.6322639,35.5186678
"1243",-73.9441579,40.6781784
"1245",-121.1638361,38.7632345
"1246",-111.9738304,41.223
"1248",-95.712891,37.09024
"1251",-93.2185144,36.6436731
"1252",-81.5157535,27.6648274
"1253",-95.9979883,41.2523634
"1255",-84.3879824,33.7489954
"1256",-95.712891,37.09024
"1257",-95.712891,37.09024
"1258",-95.2091006,29.6910625
"1259",-92.2895948,34.7464809
"1260",-95.712891,37.09024
"1261",-84.3879824,33.7489954
"1262",-88.4902778,46.2758153
"1263",-111.0937311,34.0489281
"1265",-95.712891,37.09024
"1266",-97.4253185,35.878937
"1267",-95.712891,37.09024
"1268",-81.5157535,27.6648274
"1270",-95.712891,37.09024
"1271",-94.5785667,39.0997265
"1274",-51.92528,-14.235004
"1275",-96.6851982,40.8257625
"1276",-71.0588801,42.3600825
"1278",-73.9441579,40.6781784
"1279",-111.4979729,40.6460622
"1280",-106.2800242,43.4113604
"1281",-119.4179324,36.778261
"1282",-95.712891,37.09024
"1283",-74.0059728,40.7127753
"1284",177.4356227,-17.7765356
"1285",-92.4453161,42.5348993
"1286",-77.0260856,38.9910958
"1288",-72.929624,41.306707
"1289",-122.0575434,37.387474
"1290",-106.2800242,43.4113604
"1291",-111.8910474,40.7607793
"1292",-92.1735164,38.5767017
"1295",-122.2913078,37.8271784
"1296",-94.6858998,46.729553
"1297",-95.9660908,36.1323436
"1299",-98.4842465,39.011902
